discipline,athlete,country,record,date,event,sex,wikipedia,profile,video_name,video_link
DNF,Bonin Ilaria,IT,163,11/16/2012,Europe Evolution Cup 2012,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c92,"Ilaria Bonin 163metres 2'58"" AIDA WR in DNF",https://www.youtube.com/watch?v=wVs05oXj-cU
DNF,Nevatt Kathryn,NZ,163,8/18/2012,New Zealand Indoor Nationals,Women,None,https://athletes.aidainternational.org/Profile-a9846cd8-6635-4d57-9b7c-39765946198e,not_found,not_found
DNF,Molchanova Natalia,RU,160,8/21/2009,5th AIDA Individual Pool World Championship 2009,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,Natalia Molchanova's World Record DNF 160m,https://www.youtube.com/watch?v=jq3G4PaLNB4
DNF,Nevatt Kathryn,NZ,159,8/13/2009,Nordic Deep 2009,Women,None,https://athletes.aidainternational.org/Profile-a9846cd8-6635-4d57-9b7c-39765946198e,not_found,not_found
DNF,Nevatt Kathryn,NZ,152,7/12/2009,"Wellington Winter Champs, Freediving Competition DAY 1",Women,None,https://athletes.aidainternational.org/Profile-a9846cd8-6635-4d57-9b7c-39765946198e,not_found,not_found
DNF,Nevatt Kathryn,NZ,151,8/10/2008,Wellington Winter Champs 2008,Women,None,https://athletes.aidainternational.org/Profile-a9846cd8-6635-4d57-9b7c-39765946198e,Kathryn's world record dynamic without fins 151m,https://www.youtube.com/watch?v=6hnIStqYdA0
DNF,Molchanova Natalia,RU,150,4/26/2008,AIDA Moscow Cup 2008,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DNF,Molchanova Natalia,RU,149,7/4/2007,AIDA Pool World Championships with Finals,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,AIDA World Championships 2007 - DNF Finals (Weman),https://www.youtube.com/watch?v=G70pTI5zvUU
DNF,Molchanova Natalia,RU,131,12/20/2005,WR Attempt - MOLCHANOVA Natalia(DNF),Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,APNEA natalia molchanova 131m in japan,https://www.youtube.com/watch?v=uJit8fJOjcY
DNF,Molchanova Natalia,RU,124,8/27/2005,1st AIDA Individual Pool World Freediving Championship,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DNF,Molchanova Natalia,RU,108,4/23/2005,Russian Freediving Championship,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DNF,De Bruyn Renate,NL,104,4/25/2004,Belgium Cup - Round of Huy,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000001d6,not_found,not_found
DNF,De Bruyn Renate,NL,100,10/10/2003,WR Attempt - DE BRUYN Renate (DNF),Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000001d6,not_found,not_found
DNF,Mendez Karla,VE,84,3/23/2002,Copa UCV 2002,Women,None,https://athletes.aidainternational.org/Profile-ce16d98d-46ce-4b0c-b07f-d10a3cbbf240,not_found,not_found
DNF,Enedahl-Mekki Yamina,SE,79,3/2/2002,Hvidovre Freedivers Club - club championship 2002,Women,https://sv.wikipedia.org/wiki/Yamina_Enedahl,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000198,not_found,not_found
DNF,Enedahl-Mekki Yamina,SE,79,2/23/2002,4th Berlin Master Cup,Women,https://sv.wikipedia.org/wiki/Yamina_Enedahl,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000198,not_found,not_found
STA,Molchanova Natalia,RU,9:02,6/21/2013,Individual AIDA pool World Championships,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,Natalia Molchanova freediving World record at static apnea (STA) – 9:02,https://www.youtube.com/watch?v=pvXyt60c6qI
STA,Molchanova Natalia,RU,8:23,8/21/2009,5th AIDA Individual Pool World Championship 2009,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
STA,Molchanova Natalia,RU,8:00,7/4/2007,AIDA Pool World Championships with Finals,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
STA,Molchanova Natalia,RU,7:30,4/22/2006,Russian Freediving Championship,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
STA,Molchanova Natalia,RU,7:16,8/27/2005,1st AIDA Individual Pool World Freediving Championship,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
STA,Ericson Lotta,SE,6:31,6/14/2004,BIOS Freeology Open Classic 2004,Women,None,https://athletes.aidainternational.org/Profile-c6267891-0899-475f-9904-46b21c2d8484,not_found,not_found
STA,Edwards Annabel,US,6:21,11/13/2003,WR Attempt - EDWARDS Annabel (STA),Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000083a,not_found,not_found
STA,Cruickshank Mandy-Rae,CA,6:16,5/23/2002,WR Attempt - Mandy Rae Cruickshank STA,Women,https://en.wikipedia.org/wiki/Mandy-Rae_Cruickshank,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000069,not_found,not_found
STA,Meyer Karoline,BR,6:02,7/27/1999,WR Attempt - MEYER Karol (STA),Women,https://en.wikipedia.org/wiki/Karol_Meyer,https://athletes.aidainternational.org/Profile-7bf32cf3-005b-4870-868b-dd794e3f42ab,not_found,not_found
STA,Meyer Karoline,BR,5:49,6/18/1999,WR Attempt - MEYER Karol (STA),Women,https://en.wikipedia.org/wiki/Karol_Meyer,https://athletes.aidainternational.org/Profile-7bf32cf3-005b-4870-868b-dd794e3f42ab,not_found,not_found
STA,Delomenede Corinne,FR,5:23,5/12/1998,WR Attempt - DELOMENEDE Corinne (STA),Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e08,not_found,not_found
DYNB,Kardasevic Mirela,HR,208,3/7/2019,Russian Open pool Championship 2019 in honor of Natalia Molchanova,Women,None,https://athletes.aidainternational.org/Profile-db975655-940b-49a0-b35b-02c289a09009,not_found,not_found
DYNB,Lijic Lidija,HR,186,2/23/2019,13th Serbian Open Freediving Championship - Belgrade 2019,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000054a,not_found,not_found
NLT,Streeter Tanya,US,160,8/17/2002,WR Attempt - Tanya STREETER NLT,Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,Tanya Streeter AIDA freediving World Record no limits 160m 17.08.2002,https://www.youtube.com/watch?v=gvcAa4VJDQU
NLT,Cruickshank Mandy-Rae,CA,136,9/23/2001,WR Attempt - CRUICKSHANK Mandy-Rae (NLT),Women,https://en.wikipedia.org/wiki/Mandy-Rae_Cruickshank,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000069,not_found,not_found
NLT,Mestre Audrey,FR,130,5/19/2001,WR Attempt - MESTRE Aurdery (NLT),Women,https://en.wikipedia.org/wiki/Audrey_Mestre,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e0b,not_found,not_found
NLT,Andollo Deborah,CU,110,5/11/1996,WR Attempt - ANDOLLO Deborah (NLT),Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found
VWT,Van Den Broek Nanja,NL,130,10/18/2015,130m2015-10-18 on,Women,https://en.wikipedia.org/wiki/Nanja_van_den_Broek,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000087,Nanja van den Broek World Record freediving Variable Weight -130 mtr,https://www.youtube.com/watch?v=OwETZ73aS2A
VWT,Pompe Annelie,SE,126,10/2/2010,WR Attempt - Annelie POMPE (VWT),Women,https://en.wikipedia.org/wiki/Annelie_Pompe,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000545,Annelie Pompe Variable World Record 126 meters,https://www.youtube.com/watch?v=ZF2vtsxSdm0
VWT,Molchanova Natalia,RU,125,6/12/2010,VWT-NLT Natalia Molchanova (WR-attempts),Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
VWT,Streeter Tanya,US,122,7/19/2003,"WR Attempt - STREETER Tanya (VWT,CNF)",Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,not_found,not_found
VWT,Andollo Deborah,CU,95,7/12/2000,WR Attempt - ANDOLLO Deborah (VWT),Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found
VWT,Andollo Deborah,CU,90,7/27/1997,WR Attempt - ANDOLLO Deborah (VWT),Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found
VWT,Andollo Deborah,CU,85,11/30/1995,WR Attempt - ANDOLLO Deborah (VWT),Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found
CWT,Artnik Alenka,SI,114,11/7/2020,AIDA Blue Week Competition,Women,None,https://athletes.aidainternational.org/Profile-bb4aa3ec-e87a-48f5-9a6c-ece92e3d95db,ALENKA ARTNIK -114m WORLD RECORD FREEDIVING IN MONOFIN,https://www.youtube.com/watch?v=a7mc5gnfaS4
CWT,Zecchini Alessia,IT,107,7/26/2018,Vertical Blue,Women,https://en.wikipedia.org/wiki/Alessia_Zecchini,https://athletes.aidainternational.org/Profile-27ee09ed-33d6-45d6-8c45-5f125f0bee55,WATCH as Alessia Zecchini of Italy glides like an arrow to a new World Record 107m CWT,https://www.youtube.com/watch?v=G0ATGBHuk1E
CWT,Hirose Hanako,JP,106,7/25/2018,Vertical Blue,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000701,HANAKO HIROSE Amazing World Record Dive to 106m CWT #VB2018,https://www.youtube.com/watch?v=oR-G-OROXeE
CWT,Artnik Alenka,SI,105,7/21/2018,Vertical Blue,Women,None,https://athletes.aidainternational.org/Profile-bb4aa3ec-e87a-48f5-9a6c-ece92e3d95db,ALENKA ARTNIK matches a World Record Dive at Vertical Blue 2018 diving on breath-hold to 105m CWT,https://www.youtube.com/watch?v=gQ38_iDAec4
CWT,Zecchini Alessia,IT,105,5/5/2018,NIRVANA OCEANQUEST DEPTH CONTEST 2018,Women,https://en.wikipedia.org/wiki/Alessia_Zecchini,https://athletes.aidainternational.org/Profile-27ee09ed-33d6-45d6-8c45-5f125f0bee55,World Record AIDA CWT -105m Alessia Zecchini,https://www.youtube.com/watch?v=xFyQHyY4gGU
CWT,Zecchini Alessia,IT,104,5/10/2017,Vertical Blue 2017,Women,https://en.wikipedia.org/wiki/Alessia_Zecchini,https://athletes.aidainternational.org/Profile-27ee09ed-33d6-45d6-8c45-5f125f0bee55,ALESSIA ZECCHINI 2017 WORLD RECORD 104m CWT Dive,https://www.youtube.com/watch?v=i_Mo1rZCiwo
CWT,Hirose Hanako,JP,103,5/10/2017,Vertical Blue 2017,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000701,HANAKO HIROSE WORLD RECORD 103m CWT dive,https://www.youtube.com/watch?v=EGCviJzGY6Q
CWT,Zecchini Alessia,IT,102,5/6/2017,Vertical Blue 2017,Women,https://en.wikipedia.org/wiki/Alessia_Zecchini,https://athletes.aidainternational.org/Profile-27ee09ed-33d6-45d6-8c45-5f125f0bee55,Alessia Zecchini World Record Dive to 102m CWT,https://www.youtube.com/watch?v=1ViCIZjm23s
CWT,Molchanova Natalia,RU,101,9/25/2009,Ruler of the Deep,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,AIDA Freediving WC Kalamata 2011 CWT,https://www.youtube.com/watch?v=yu8lT3WlHQU
CWT,Campbell Sara,GB,96,4/3/2009,Vertical Blue 2009,Women,https://en.wikipedia.org/wiki/Sara_Campbell,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000801,Sara Campbell World Record 96m Constant Weight,https://www.youtube.com/watch?v=ozzNSn_5QS0
CWT,Molchanova Natalia,RU,95,7/25/2008,Mediterranean Freediving Meeting,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
CWT,Campbell Sara,GB,90,10/21/2007,Triple Depth,Women,https://en.wikipedia.org/wiki/Sara_Campbell,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000801,not_found,not_found
CWT,Cruickshank Mandy-Rae,CA,88,4/29/2007,CAFA & USAA cosponsored national with guests,Women,https://en.wikipedia.org/wiki/Mandy-Rae_Cruickshank,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000069,not_found,not_found
CWT,Molchanova Natalia,RU,86,9/1/2005,1st AIDA Individual Constant Weight World Freediving Championship,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
CWT,Cruickshank Mandy-Rae,CA,78,3/21/2004,WR Attempt - CRUICKSHANK Mandy-Rae (CWT),Women,https://en.wikipedia.org/wiki/Mandy-Rae_Cruickshank,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000069,Mandy 78m WR,https://www.youtube.com/watch?v=5Z2AbH8vXOw
CWT,Streeter Tanya,US,70,5/11/2001,WR Attempt - STREETER Tanya (CWT),Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,not_found,not_found
CWT,Streeter Tanya,US,67,9/19/1998,WR Attempt - STREETER Tanya (CWT),Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,not_found,not_found
CWT,Andollo Deborah,CU,65,12/5/1997,WR Attempt - ANDOLLO Deborah,Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found
CWT,Andollo Deborah,CU,62,10/5/1996,WR Attempt - ANDOLLO Deborah,Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found
CWT,Andollo Deborah,CU,61,6/12/1994,WR Attempt - ANDOLLO Deborah (CWT),Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found
CNF,Zecchini Alessia,IT,73,7/22/2018,Vertical Blue,Women,https://en.wikipedia.org/wiki/Alessia_Zecchini,https://athletes.aidainternational.org/Profile-27ee09ed-33d6-45d6-8c45-5f125f0bee55,-73 WR No Fins Alessia Zecchini,https://www.youtube.com/watch?v=whswVjWhn30
CNF,Kinoshita Sayuri,JP,72,4/26/2016,Vertical Blue 2016,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001186,The Dive (the first World Record for Japan) by Sayuri Kinoshita,https://www.youtube.com/watch?v=oYqX5MRfuDQ
CNF,Molchanova Natalia,RU,71,5/13/2015,Russian National Open,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,Masa&Natalia - Dahab 015,https://www.youtube.com/watch?v=dMQvRGA0Bl8
CNF,Molchanova Natalia,RU,70,5/15/2014,Russian National,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,Рекорд мира Натальи Молчановой - ныряние в глубину без ласт 70 м,https://www.youtube.com/watch?v=nr7__ykz4kA
CNF,Molchanova Natalia,RU,69,9/15/2013,AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,AIDA 2013 @Kalamata CNF,https://www.youtube.com/watch?v=i9ObrTAG3oE
CNF,Molchanova Natalia,RU,68,4/25/2013,Russian National Open,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
CNF,Chapman Ashley,US,67,11/20/2012,Suunto Vertical Blue 2012,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c56,Ashley Futral Chapman CNF World Record at Suunto Vertical Blue 2012,https://www.youtube.com/watch?v=CUqPAaUOWuw
CNF,Molchanova Natalia,RU,66,5/8/2012,FDD Russian Open,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
CNF,Chapman Ashley,US,65,5/4/2012,Deja Blue 3,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c56,not_found,not_found
CNF,Chapman Ashley,US,63,5/4/2012,Deja Blue 3,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c56,No Fins Freediving World Record Ashley Chapman 63 meters,https://vimeo.com/41599967
CNF,Molchanova Natalia,RU,62,12/3/2009,5th AIDA Individual World Championship 2009,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
CNF,Molchanova Natalia,RU,60,6/10/2008,Triple Depth 2008,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
CNF,Avseenko Natalia,RU,57,4/1/2008,Vertical Blue 2008,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000408,YogaDa! Freediving. Natalie Avseenko - 57m World Freediving record,https://www.youtube.com/watch?v=S_FybU0Jvrw
CNF,Campbell Sara,GB,56,10/21/2007,Triple Depth,Women,https://en.wikipedia.org/wiki/Sara_Campbell,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000801,not_found,not_found
CNF,Molchanova Natalia,RU,55,11/5/2005,Triple Depth - Freedive Dahab,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
CNF,Molchanova Natalia,RU,43,11/29/2004,Sinai Last Chance 1-6,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
CNF,Edwards Annabel,US,42,10/23/2004,WR Attempt - EDWARDS Annabel (CNF),Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000083a,not_found,not_found
CNF,Cruickshank Mandy-Rae,CA,41,8/27/2003,WR Attempt - Mandy Rae Cruickshank (CNF FIM ),Women,https://en.wikipedia.org/wiki/Mandy-Rae_Cruickshank,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000069,not_found,not_found
CNF,Streeter Tanya,US,35,7/19/2003,"WR Attempt - STREETER Tanya (VWT,CNF)",Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,not_found,not_found
FIM,Zecchini Alessia,IT,98,10/16/2019,AIDA OceanQuest Curaçao,Women,https://en.wikipedia.org/wiki/Alessia_Zecchini,https://athletes.aidainternational.org/Profile-27ee09ed-33d6-45d6-8c45-5f125f0bee55,not_found,not_found
FIM,Kinoshita Sayuri,JP,97,7/26/2018,Vertical Blue,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001186,WATCH Sayuri Kinoshita of Japan set an amazing World Record to 97m FIM,https://www.youtube.com/watch?v=VjCxBNltkIk
FIM,Zecchini Alessia,IT,96,7/25/2018,Vertical Blue,Women,https://en.wikipedia.org/wiki/Alessia_Zecchini,https://athletes.aidainternational.org/Profile-27ee09ed-33d6-45d6-8c45-5f125f0bee55,-96m WR Freeimmersion Alessia Zecchini,https://www.youtube.com/watch?v=FNSOXS9fZQo
FIM,Kinoshita Sayuri,JP,94,7/24/2018,Vertical Blue,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001186,SAYURI KINOSHITA on an inspiring World Record dive to 94m in Free Immersion (dive time 3:50) #VB2018,https://www.youtube.com/watch?v=uL_VLcueNaA
FIM,Zecchini Alessia,IT,93,7/20/2018,Vertical Blue,Women,https://en.wikipedia.org/wiki/Alessia_Zecchini,https://athletes.aidainternational.org/Profile-27ee09ed-33d6-45d6-8c45-5f125f0bee55,#VB2018 Alessia Zecchini World Record Dive to 93m FIM,https://www.youtube.com/watch?v=D1snG2xsfDA
FIM,Grasmeijer Jeanine,NL,92,9/6/2016,BONAIRE DEEPSEA CHALLENGE,Women,None,https://athletes.aidainternational.org/Profile-d7eb770f-a9f5-4c1d-b239-9113613fab8c,[HD] Jeanine Grasmeijer new world record Free Immersion -92 meters,https://www.youtube.com/watch?v=ZmmGA-Q3FgM
FIM,Molchanova Natalia,RU,91,9/15/2013,AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
FIM,Grasmeijer Jeanine,NL,90,9/9/2013,2013 Kalamata Open,Women,None,https://athletes.aidainternational.org/Profile-d7eb770f-a9f5-4c1d-b239-9113613fab8c,not_found,not_found
FIM,Molchanova Natalia,RU,90,9/25/2009,Ruler of the Deep,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,Freediving World Record by Natalia Molchanova (Free Immersion 90 meters),https://www.youtube.com/watch?v=yw2U-91LB68
FIM,Molchanova Natalia,RU,85,7/25/2008,Mediterranean Freediving Meeting,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
FIM,Molchanova Natalia,RU,82,6/10/2008,Triple Depth 2008,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
FIM,Campbell Sara,GB,81,10/21/2007,Triple Depth,Women,https://en.wikipedia.org/wiki/Sara_Campbell,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000801,not_found,not_found
FIM,Molchanova Natalia,RU,80,6/4/2006,Triple Depth 2006,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
FIM,Molchanova Natalia,RU,78,11/5/2005,Triple Depth - Freedive Dahab,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
FIM,Edwards Annabel,US,75,5/27/2005,The Kona Freedive Invitational,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000083a,not_found,not_found
FIM,Streeter Tanya,US,70,5/6/2001,WR Attempt - STREETER Tanya (FIM),Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,not_found,not_found
CWTB,Artnik Alenka,SI,92,6/11/2019,Asian Freediving Cup 2019,Women,None,https://athletes.aidainternational.org/Profile-bb4aa3ec-e87a-48f5-9a6c-ece92e3d95db,"Alenka Artnik -92m CWT Bifin WORLD RECORD, Asian Freediving Cup 2019",https://www.youtube.com/watch?v=JV7U5YngMJA
CWTB,Artnik Alenka,SI,90,6/9/2019,Asian Freediving Cup 2019,Women,None,https://athletes.aidainternational.org/Profile-bb4aa3ec-e87a-48f5-9a6c-ece92e3d95db,not_found,not_found
CWTB,Wenjie Lu Jessea,CN,83,6/9/2019,Asian Freediving Cup 2019,Women,None,https://athletes.aidainternational.org/Profile-60d5ef69-a645-4d18-bc97-284d2ab1a2d9,not_found,not_found
CWTB,Kinoshita Sayuri,JP,82,4/27/2019,Xibalba 2019,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001186,not_found,not_found
CWTB,Gomez Sofia,CO,81,4/27/2019,Xibalba 2019,Women,https://en.wikipedia.org/wiki/Sof%C3%ADa_G%C3%B3mez,https://athletes.aidainternational.org/Profile-763fc9ba-a337-43aa-961e-edaa22c6da9f,not_found,not_found
